the,909
to,519
of,385
and,379
a,358
in,287
i,232
that,228
it,215
you,177
for,164
is,155
was,151
's,149
on,138
they,118
be,114
have,105
with,99
are,97
so,95
but,88
as,86
coronavirus,83
by,83
't,81
from,80
not,77
he,76
has,75
been,74
people,74
said,70
an,65
n',64
about,63
virus,62
had,62
at,60
there,60
or,58
beth,58
this,57
were,57
jite,57
who,56
also,50
we,50
because,49
one,48
what,46
do,45
going,44
their,44
me,43
no,41
can,41
your,40
would,40
when,40
out,38
all,37
his,36
did,36
corona,35
china,34
government,33
if,32
its,32
will,32
like,32
up,31
which,31
more,30
're,30
go,29
our,29
just,29
being,29
two,29
health,28
world,28
us,27
after,27
could,27
how,27
kind,27
around,26
north,26
went,26
get,25
now,25
'm,25
think,25
some,25
my,24
new,24
korea,24
them,23
want,23
other,23
only,23
news,22
before,22
well,21
says,21
chinese,21
didn,21
even,20
time,20
year,20
any,20
than,20
oh,20
help,19
spread,19
know,19
end,19
video,19
quite,19
sanders,19
over,19
say,18
outbreak,18
post,18
something,18
don,18
then,18
public,17
19,17
first,17
many,16
make,16
while,16
those,16
really,16
take,16
got,16
covid,15
need,15
country,15
against,15
cases,15
biden,15
maybe,15
most,14
social,14
've,14
facebook,14
everyone,14
told,14
money,14
see,14
live,13
through,13
place,13
him,13
having,13
day,13
where,13
look,13
'd,13
hospital,13
name,13
festival,13
ms,13
guides,13
chemo,13
statement,12
contact,12
big,12
bbc,12
',12
youtube,12
may,12
such,12
uk,12
she,12
group,12
ecb,12
economic,12
few,12
good,12
1,12
back,12
wheelchair,12
stuff,12
okay,12
plans,11
media,11
instagram,11
down,11
'll,11
into,11
here,11
london,11
problem,11
confirmed,11
getting,11
yeah,11
mean,11
way,10
feel,10
still,10
self,10
use,10
number,10
change,10
shared,10
taken,10
away,10
deal,10
european,10
much,10
avoid,10
thinking,10
days,10
system,10
tv,10
used,10
disease,10
thing,10
stem,10
past,9
across,9
home,9
staff,9
industry,9
fans,9
show,9
bit,9
shows,9
why,9
artists,9
provide,9
situation,9
0,9
very,9
weeks,9
groups,9
authorities,9
banks,9
case,9
does,9
democratic,9
treatment,9
another,9
driver,9
kenya,9
information,9
misinformation,9
always,9
canopy,9
cell,9
almost,9
these,8
stay,8
closed,8
affected,8
find,8
care,8
under,8
debate,8
'the,8
chief,8
mr,8
tough,8
party,8
including,8
set,8
long,8
together,8
positive,8
message,8
twitter,8
every,8
last,8
week,8
should,8
different,8
support,8
posted,8
work,8
called,8
ago,8
created,8
thought,8
candidates,8
came,8
important,8
reports,8
event,8
5g,8
therapy,8
toilets,8
scotland,8
latest,7
best,7
steps,7
n,7
further,7
times,7
life,7
vulnerable,7
police,7
measures,7
everything,7
local,7
current,7
person,7
podcast,7
isolation,7
tour,7
tuesday,7
point,7
next,7
already,7
means,7
less,7
general,7
quarantined,7
prevent,7
rather,7
part,7
come,7
years,7
results,7
far,7
patient,7
own,7
five,7
someone,7
face,7
photo,7
update,7
scottish,7
conspiracy,7
theories,7
cannabis,7
key,6
minster,6
old,6
park,6
dr,6
same,6
taking,6
stories,6
music,6
organization,6
ensure,6
national,6
force,6
possible,6
protect,6
anti,6
reported,6
star,6
put,6
course,6
give,6
comes,6
her,6
idea,6
too,6
planning,6
band,6
made,6
members,6
financial,6
impact,6
took,6
started,6
insurance,6
given,6
state,6
meanwhile,6
videos,6
better,6
four,6
others,6
saying,6
page,6
never,6
leader,6
several,6
crisis,6
wants,6
private,6
economy,6
front,6
worse,6
looking,6
control,6
everywhere,6
couldn,6
soon,6
thousands,6
full,6
men,6
university,6
taxi,6
prejudice,6
man,6
nationals,6
africa,6
airport,6
diagnosed,6
based,6
